A,B
-9.64603e+06,3.88195e+07
-9.61539e+06,3.88271e+07
-9.58475e+06,3.88347e+07
-9.5541e+06,3.88422e+07
-9.52344e+06,3.88498e+07
-9.49278e+06,3.88573e+07
-9.46211e+06,3.88647e+07
-9.43143e+06,3.88722e+07
-9.40075e+06,3.88796e+07
-9.37007e+06,3.8887e+07
-9.33937e+06,3.88944e+07
-9.30868e+06,3.89018e+07
-9.27797e+06,3.89091e+07
-9.24726e+06,3.89164e+07
-9.21655e+06,3.89237e+07
-9.18583e+06,3.8931e+07
-9.1551e+06,3.89382e+07
-9.12437e+06,3.89454e+07
-9.09363e+06,3.89526e+07
-9.06289e+06,3.89598e+07
-9.03214e+06,3.89669e+07
-9.00138e+06,3.8974e+07
-8.97062e+06,3.89811e+07
-8.93986e+06,3.89882e+07
-8.90908e+06,3.89952e+07
-8.87831e+06,3.90023e+07
-8.84752e+06,3.90092e+07
-8.81674e+06,3.90162e+07
-8.78594e+06,3.90232e+07
-8.75514e+06,3.90301e+07
-8.72434e+06,3.9037e+07
-8.69353e+06,3.90439e+07
-8.66271e+06,3.90507e+07
-8.63189e+06,3.90575e+07
-8.60107e+06,3.90643e+07
-8.57023e+06,3.90711e+07
-8.5394e+06,3.90779e+07
-8.50855e+06,3.90846e+07
-8.47771e+06,3.90913e+07
-8.44685e+06,3.9098e+07
-8.416e+06,3.91046e+07
-8.38513e+06,3.91112e+07
-8.35426e+06,3.91179e+07
-8.32339e+06,3.91244e+07
-8.29251e+06,3.9131e+07
-8.26163e+06,3.91375e+07
-8.23074e+06,3.9144e+07
-8.19984e+06,3.91505e+07
-8.16894e+06,3.9157e+07
-8.13804e+06,3.91634e+07
-8.10713e+06,3.91698e+07
-8.07621e+06,3.91762e+07
-8.04529e+06,3.91826e+07
-8.01437e+06,3.91889e+07
-7.98344e+06,3.91952e+07
-7.95251e+06,3.92015e+07
-7.92157e+06,3.92078e+07
-7.89062e+06,3.9214e+07
-7.85967e+06,3.92202e+07
-7.82872e+06,3.92264e+07
-7.79776e+06,3.92326e+07
-7.76679e+06,3.92387e+07
-7.73582e+06,3.92448e+07
-7.70485e+06,3.92509e+07
-7.67387e+06,3.9257e+07
-7.64289e+06,3.9263e+07
-7.6119e+06,3.92691e+07
-7.58091e+06,3.92751e+07
-7.54991e+06,3.9281e+07
-7.51891e+06,3.9287e+07
-7.4879e+06,3.92929e+07
-7.45689e+06,3.92988e+07
-7.42587e+06,3.93047e+07
-7.39485e+06,3.93105e+07
-7.36383e+06,3.93163e+07
-7.3328e+06,3.93221e+07
-7.30176e+06,3.93279e+07
-7.27072e+06,3.93337e+07
-7.23968e+06,3.93394e+07
-7.20863e+06,3.93451e+07
-7.17758e+06,3.93508e+07
-7.14652e+06,3.93564e+07
-7.11546e+06,3.9362e+07
-7.08439e+06,3.93676e+07
-7.05332e+06,3.93732e+07
-7.02225e+06,3.93788e+07
-6.99117e+06,3.93843e+07
-6.96008e+06,3.93898e+07
-6.929e+06,3.93953e+07
-6.8979e+06,3.94007e+07
-6.86681e+06,3.94062e+07
-6.83571e+06,3.94116e+07
-6.8046e+06,3.9417e+07
-6.77349e+06,3.94223e+07
-6.74238e+06,3.94277e+07
-6.71126e+06,3.9433e+07
-6.68014e+06,3.94383e+07
-6.64901e+06,3.94435e+07
-6.61788e+06,3.94487e+07
-6.58675e+06,3.9454e+07
-6.55561e+06,3.94591e+07
-6.52447e+06,3.94643e+07
-6.49332e+06,3.94694e+07
-6.46217e+06,3.94746e+07
-6.43101e+06,3.94796e+07
-6.39985e+06,3.94847e+07
-6.36869e+06,3.94897e+07
-6.33753e+06,3.94948e+07
-6.30635e+06,3.94997e+07
-6.27518e+06,3.95047e+07
-6.244e+06,3.95097e+07
-6.21282e+06,3.95146e+07
-6.18163e+06,3.95195e+07
-6.15044e+06,3.95243e+07
-6.11925e+06,3.95292e+07
-6.08805e+06,3.9534e+07
-6.05685e+06,3.95388e+07
-6.02564e+06,3.95435e+07
-5.99444e+06,3.95483e+07
-5.96322e+06,3.9553e+07
-5.93201e+06,3.95577e+07
-5.90079e+06,3.95624e+07
-5.86956e+06,3.9567e+07
-5.83833e+06,3.95716e+07
-5.8071e+06,3.95762e+07
-5.77587e+06,3.95808e+07
-5.74463e+06,3.95853e+07
-5.71339e+06,3.95899e+07
-5.68214e+06,3.95944e+07
-5.65089e+06,3.95988e+07
-5.61964e+06,3.96033e+07
-5.58838e+06,3.96077e+07
-5.55713e+06,3.96121e+07
-5.52586e+06,3.96165e+07
-5.4946e+06,3.96208e+07
-5.46333e+06,3.96251e+07
-5.43205e+06,3.96294e+07
-5.40078e+06,3.96337e+07
-5.3695e+06,3.9638e+07
-5.33821e+06,3.96422e+07
-5.30693e+06,3.96464e+07
-5.27564e+06,3.96506e+07
-5.24434e+06,3.96547e+07
-5.21305e+06,3.96588e+07
-5.18175e+06,3.96629e+07
-5.15044e+06,3.9667e+07
-5.11914e+06,3.96711e+07
-5.08783e+06,3.96751e+07
-5.05652e+06,3.96791e+07
-5.0252e+06,3.96831e+07
-4.99388e+06,3.9687e+07
-4.96256e+06,3.9691e+07
-4.93123e+06,3.96949e+07
-4.89991e+06,3.96988e+07
-4.86857e+06,3.97026e+07
-4.83724e+06,3.97064e+07
-4.8059e+06,3.97102e+07
-4.77456e+06,3.9714e+07
-4.74322e+06,3.97178e+07
-4.71187e+06,3.97215e+07
-4.68052e+06,3.97252e+07
-4.64917e+06,3.97289e+07
-4.61782e+06,3.97326e+07
-4.58646e+06,3.97362e+07
-4.5551e+06,3.97398e+07
-4.52374e+06,3.97434e+07
-4.49237e+06,3.97469e+07
-4.461e+06,3.97505e+07
-4.42963e+06,3.9754e+07
-4.39825e+06,3.97575e+07
-4.36688e+06,3.97609e+07
-4.3355e+06,3.97643e+07
-4.30411e+06,3.97678e+07
-4.27273e+06,3.97711e+07
-4.24134e+06,3.97745e+07
-4.20995e+06,3.97778e+07
-4.17856e+06,3.97811e+07
-4.14716e+06,3.97844e+07
-4.11576e+06,3.97877e+07
-4.08436e+06,3.97909e+07
-4.05296e+06,3.97941e+07
-4.02155e+06,3.97973e+07
-3.99014e+06,3.98005e+07
-3.95873e+06,3.98036e+07
-3.92732e+06,3.98067e+07
-3.8959e+06,3.98098e+07
-3.86448e+06,3.98129e+07
-3.83306e+06,3.98159e+07
-3.80164e+06,3.98189e+07
-3.77021e+06,3.98219e+07
-3.73878e+06,3.98249e+07
-3.70735e+06,3.98278e+07
-3.67592e+06,3.98307e+07
-3.64449e+06,3.98336e+07
-3.61305e+06,3.98365e+07
-3.58161e+06,3.98393e+07
-3.55017e+06,3.98421e+07
-3.51872e+06,3.98449e+07
-3.48728e+06,3.98477e+07
-3.45583e+06,3.98504e+07
-3.42438e+06,3.98532e+07
-3.39293e+06,3.98558e+07
-3.36147e+06,3.98585e+07
-3.33001e+06,3.98611e+07
-3.29856e+06,3.98638e+07
-3.26709e+06,3.98664e+07
-3.23563e+06,3.98689e+07
-3.20417e+06,3.98715e+07
-3.1727e+06,3.9874e+07
-3.14123e+06,3.98765e+07
-3.10976e+06,3.98789e+07
-3.07829e+06,3.98814e+07
-3.04681e+06,3.98838e+07
-3.01534e+06,3.98862e+07
-2.98386e+06,3.98886e+07
-2.95238e+06,3.98909e+07
-2.92089e+06,3.98932e+07
-2.88941e+06,3.98955e+07
-2.85792e+06,3.98978e+07
-2.82644e+06,3.99e+07
-2.79495e+06,3.99022e+07
-2.76346e+06,3.99044e+07
-2.73196e+06,3.99066e+07
-2.70047e+06,3.99087e+07
-2.66897e+06,3.99109e+07
-2.63748e+06,3.9913e+07
-2.60598e+06,3.9915e+07
-2.57447e+06,3.99171e+07
-2.54297e+06,3.99191e+07
-2.51147e+06,3.99211e+07
-2.47996e+06,3.9923e+07
-2.44845e+06,3.9925e+07
-2.41695e+06,3.99269e+07
-2.38543e+06,3.99288e+07
-2.35392e+06,3.99307e+07
-2.32241e+06,3.99325e+07
-2.29089e+06,3.99343e+07
-2.25938e+06,3.99361e+07
-2.22786e+06,3.99379e+07
-2.19634e+06,3.99397e+07
-2.16482e+06,3.99414e+07
-2.1333e+06,3.99431e+07
-2.10178e+06,3.99447e+07
-2.07025e+06,3.99464e+07
-2.03873e+06,3.9948e+07
-2.0072e+06,3.99496e+07
-1.97567e+06,3.99512e+07
-1.94414e+06,3.99527e+07
-1.91261e+06,3.99542e+07
-1.88108e+06,3.99557e+07
-1.84955e+06,3.99572e+07
-1.81801e+06,3.99587e+07
-1.78648e+06,3.99601e+07
-1.75494e+06,3.99615e+07
-1.7234e+06,3.99629e+07
-1.69186e+06,3.99642e+07
-1.66032e+06,3.99655e+07
-1.62878e+06,3.99668e+07
-1.59724e+06,3.99681e+07
-1.5657e+06,3.99693e+07
-1.53415e+06,3.99706e+07
-1.50261e+06,3.99718e+07
-1.47106e+06,3.99729e+07
-1.43952e+06,3.99741e+07
-1.40797e+06,3.99752e+07
-1.37642e+06,3.99763e+07
-1.34487e+06,3.99774e+07
-1.31332e+06,3.99784e+07
-1.28177e+06,3.99795e+07
-1.25022e+06,3.99805e+07
-1.21867e+06,3.99814e+07
-1.18712e+06,3.99824e+07
-1.15556e+06,3.99833e+07
-1.12401e+06,3.99842e+07
-1.09245e+06,3.99851e+07
-1.0609e+06,3.99859e+07
-1.02934e+06,3.99868e+07
-997781,3.99876e+07
-966224,3.99883e+07
-934665,3.99891e+07
-903106,3.99898e+07
-871546,3.99905e+07
-839986,3.99912e+07
-808425,3.99918e+07
-776864,3.99925e+07
-745303,3.99931e+07
-713740,3.99936e+07
-682178,3.99942e+07
-650615,3.99947e+07
-619051,3.99952e+07
-587488,3.99957e+07
-555923,3.99961e+07
-524359,3.99966e+07
-492794,3.9997e+07
-461229,3.99973e+07
-429663,3.99977e+07
-398098,3.9998e+07
-366532,3.99983e+07
-334965,3.99986e+07
-303399,3.99988e+07
-271832,3.99991e+07
-240266,3.99993e+07
-208699,3.99995e+07
-177132,3.99996e+07
-145565,3.99997e+07
-113997,3.99998e+07
-82430.1,3.99999e+07
-50862.7,4e+07
-19295.3,4e+07
12272.1,4e+07
43839.5,4e+07
75406.8,3.99999e+07
106974,3.99999e+07
138541,3.99998e+07
170109,3.99996e+07
201676,3.99995e+07
233243,3.99993e+07
264809,3.99991e+07
296376,3.99989e+07
327942,3.99987e+07
359509,3.99984e+07
391075,3.99981e+07
422640,3.99978e+07
454206,3.99974e+07
485771,3.99971e+07
517336,3.99967e+07
548901,3.99962e+07
580465,3.99958e+07
612029,3.99953e+07
643592,3.99948e+07
675156,3.99943e+07
706718,3.99938e+07
738280,3.99932e+07
769842,3.99926e+07
801404,3.9992e+07
832964,3.99913e+07
864525,3.99907e+07
896084,3.999e+07
927644,3.99892e+07
959202,3.99885e+07
990760,3.99877e+07
1.02232e+06,3.99869e+07
1.05387e+06,3.99861e+07
1.08543e+06,3.99853e+07
1.11699e+06,3.99844e+07
1.14854e+06,3.99835e+07
1.18009e+06,3.99826e+07
1.21165e+06,3.99816e+07
1.2432e+06,3.99807e+07
1.27475e+06,3.99797e+07
1.3063e+06,3.99787e+07
1.33785e+06,3.99776e+07
1.3694e+06,3.99766e+07
1.40095e+06,3.99755e+07
1.4325e+06,3.99743e+07
1.46405e+06,3.99732e+07
1.49559e+06,3.9972e+07
1.52714e+06,3.99708e+07
1.55868e+06,3.99696e+07
1.59022e+06,3.99684e+07
1.62177e+06,3.99671e+07
1.65331e+06,3.99658e+07
1.68485e+06,3.99645e+07
1.71638e+06,3.99632e+07
1.74792e+06,3.99618e+07
1.77946e+06,3.99604e+07
1.81099e+06,3.9959e+07
1.84253e+06,3.99575e+07
1.87406e+06,3.99561e+07
1.90559e+06,3.99546e+07
1.93713e+06,3.99531e+07
1.96866e+06,3.99515e+07
2.00018e+06,3.995e+07
2.03171e+06,3.99484e+07
2.06324e+06,3.99468e+07
2.09476e+06,3.99451e+07
2.12629e+06,3.99434e+07
2.15781e+06,3.99418e+07
2.18933e+06,3.994e+07
2.22085e+06,3.99383e+07
2.25237e+06,3.99365e+07
2.28388e+06,3.99347e+07
2.3154e+06,3.99329e+07
2.34691e+06,3.99311e+07
2.37842e+06,3.99292e+07
2.40993e+06,3.99273e+07
2.44144e+06,3.99254e+07
2.47295e+06,3.99235e+07
2.50446e+06,3.99215e+07
2.53596e+06,3.99195e+07
2.56747e+06,3.99175e+07
2.59897e+06,3.99155e+07
2.63047e+06,3.99134e+07
2.66197e+06,3.99113e+07
2.69346e+06,3.99092e+07
2.72496e+06,3.99071e+07
2.75645e+06,3.99049e+07
2.78794e+06,3.99027e+07
2.81943e+06,3.99005e+07
2.85092e+06,3.98983e+07
2.88241e+06,3.9896e+07
2.91389e+06,3.98937e+07
2.94537e+06,3.98914e+07
2.97685e+06,3.98891e+07
3.00833e+06,3.98867e+07
3.03981e+06,3.98843e+07
3.07128e+06,3.98819e+07
3.10276e+06,3.98795e+07
3.13423e+06,3.9877e+07
3.1657e+06,3.98745e+07
3.19717e+06,3.9872e+07
3.22863e+06,3.98695e+07
3.26009e+06,3.98669e+07
3.29156e+06,3.98643e+07
3.32302e+06,3.98617e+07
3.35447e+06,3.98591e+07
3.38593e+06,3.98564e+07
3.41738e+06,3.98538e+07
3.44883e+06,3.9851e+07
3.48028e+06,3.98483e+07
3.51173e+06,3.98455e+07
3.54317e+06,3.98428e+07
3.57461e+06,3.984e+07
3.60605e+06,3.98371e+07
3.63749e+06,3.98343e+07
3.66893e+06,3.98314e+07
3.70036e+06,3.98285e+07
3.73179e+06,3.98255e+07
3.76322e+06,3.98226e+07
3.79465e+06,3.98196e+07
3.82607e+06,3.98166e+07
3.85749e+06,3.98136e+07
3.88891e+06,3.98105e+07
3.92033e+06,3.98074e+07
3.95174e+06,3.98043e+07
3.98315e+06,3.98012e+07
4.01456e+06,3.9798e+07
4.04597e+06,3.97949e+07
4.07737e+06,3.97916e+07
4.10877e+06,3.97884e+07
4.14017e+06,3.97852e+07
4.17157e+06,3.97819e+07
4.20296e+06,3.97786e+07
4.23436e+06,3.97752e+07
4.26574e+06,3.97719e+07
4.29713e+06,3.97685e+07
4.32851e+06,3.97651e+07
4.35989e+06,3.97617e+07
4.39127e+06,3.97582e+07
4.42265e+06,3.97548e+07
4.45402e+06,3.97512e+07
4.48539e+06,3.97477e+07
4.51676e+06,3.97442e+07
4.54812e+06,3.97406e+07
4.57948e+06,3.9737e+07
4.61084e+06,3.97334e+07
4.6422e+06,3.97297e+07
4.67355e+06,3.9726e+07
4.7049e+06,3.97223e+07
4.73625e+06,3.97186e+07
4.76759e+06,3.97149e+07
4.79893e+06,3.97111e+07
4.83027e+06,3.97073e+07
4.8616e+06,3.97035e+07
4.89293e+06,3.96996e+07
4.92426e+06,3.96957e+07
4.95559e+06,3.96918e+07
4.98691e+06,3.96879e+07
5.01823e+06,3.9684e+07
5.04955e+06,3.968e+07
5.08086e+06,3.9676e+07
5.11217e+06,3.9672e+07
5.14348e+06,3.96679e+07
5.17478e+06,3.96639e+07
5.20608e+06,3.96598e+07
5.23738e+06,3.96556e+07
5.26867e+06,3.96515e+07
5.29996e+06,3.96473e+07
5.33125e+06,3.96431e+07
5.36254e+06,3.96389e+07
5.39382e+06,3.96347e+07
5.42509e+06,3.96304e+07
5.45637e+06,3.96261e+07
5.48764e+06,3.96218e+07
5.51891e+06,3.96174e+07
5.55017e+06,3.96131e+07
5.58143e+06,3.96087e+07
5.61269e+06,3.96043e+07
5.64394e+06,3.95998e+07
5.67519e+06,3.95954e+07
5.70644e+06,3.95909e+07
5.73768e+06,3.95863e+07
5.76892e+06,3.95818e+07
5.80015e+06,3.95772e+07
5.83139e+06,3.95727e+07
5.86261e+06,3.9568e+07
5.89384e+06,3.95634e+07
5.92506e+06,3.95587e+07
5.95628e+06,3.9554e+07
5.98749e+06,3.95493e+07
6.0187e+06,3.95446e+07
6.04991e+06,3.95398e+07
6.08111e+06,3.9535e+07
6.11231e+06,3.95302e+07
6.1435e+06,3.95254e+07
6.17469e+06,3.95205e+07
6.20588e+06,3.95157e+07
6.23706e+06,3.95107e+07
6.26824e+06,3.95058e+07
6.29942e+06,3.95009e+07
6.33059e+06,3.94959e+07
6.36176e+06,3.94909e+07
6.39292e+06,3.94858e+07
6.42408e+06,3.94808e+07
6.45524e+06,3.94757e+07
6.48639e+06,3.94706e+07
6.51754e+06,3.94654e+07
6.54868e+06,3.94603e+07
6.57982e+06,3.94551e+07
6.61095e+06,3.94499e+07
6.64209e+06,3.94447e+07
6.67321e+06,3.94394e+07
6.70434e+06,3.94341e+07
6.73545e+06,3.94288e+07
6.76657e+06,3.94235e+07
6.79768e+06,3.94182e+07
6.82879e+06,3.94128e+07
6.85989e+06,3.94074e+07
6.89098e+06,3.9402e+07
6.92208e+06,3.93965e+07
6.95317e+06,3.9391e+07
6.98425e+06,3.93855e+07
7.01533e+06,3.938e+07
7.04641e+06,3.93745e+07
7.07748e+06,3.93689e+07
7.10855e+06,3.93633e+07
7.13961e+06,3.93577e+07
7.17067e+06,3.9352e+07
7.20172e+06,3.93463e+07
7.23277e+06,3.93407e+07
7.26382e+06,3.93349e+07
7.29486e+06,3.93292e+07
7.32589e+06,3.93234e+07
7.35692e+06,3.93176e+07
7.38795e+06,3.93118e+07
7.41897e+06,3.9306e+07
7.44999e+06,3.93001e+07
7.481e+06,3.92942e+07
7.51201e+06,3.92883e+07
7.54301e+06,3.92823e+07
7.57401e+06,3.92764e+07
7.60501e+06,3.92704e+07
7.63599e+06,3.92644e+07
7.66698e+06,3.92583e+07
7.69796e+06,3.92523e+07
7.72893e+06,3.92462e+07
7.7599e+06,3.92401e+07
7.79087e+06,3.92339e+07
7.82183e+06,3.92278e+07
7.85279e+06,3.92216e+07
7.88374e+06,3.92154e+07
7.91468e+06,3.92092e+07
7.94562e+06,3.92029e+07
7.97656e+06,3.91966e+07
8.00749e+06,3.91903e+07
8.03842e+06,3.9184e+07
8.06934e+06,3.91776e+07
8.10025e+06,3.91712e+07
8.13116e+06,3.91648e+07
8.16207e+06,3.91584e+07
8.19297e+06,3.9152e+07
8.22386e+06,3.91455e+07
8.25476e+06,3.9139e+07
8.28564e+06,3.91324e+07
8.31652e+06,3.91259e+07
8.3474e+06,3.91193e+07
8.37827e+06,3.91127e+07
8.40913e+06,3.91061e+07
8.43999e+06,3.90994e+07
8.47084e+06,3.90928e+07
8.50169e+06,3.90861e+07
8.53254e+06,3.90794e+07
8.56337e+06,3.90726e+07
8.59421e+06,3.90658e+07
8.62503e+06,3.9059e+07
8.65586e+06,3.90522e+07
8.68667e+06,3.90454e+07
8.71748e+06,3.90385e+07
8.74829e+06,3.90316e+07
8.77909e+06,3.90247e+07
8.80989e+06,3.90178e+07
8.84068e+06,3.90108e+07
8.87146e+06,3.90038e+07
8.90224e+06,3.89968e+07
8.93301e+06,3.89898e+07
8.96378e+06,3.89827e+07
8.99454e+06,3.89756e+07
9.0253e+06,3.89685e+07
9.05605e+06,3.89614e+07
9.08679e+06,3.89542e+07
9.11753e+06,3.8947e+07
9.14826e+06,3.89398e+07
9.17899e+06,3.89326e+07
9.20971e+06,3.89253e+07
9.24043e+06,3.8918e+07
9.27114e+06,3.89107e+07
9.30185e+06,3.89034e+07
9.33255e+06,3.88961e+07
9.36324e+06,3.88887e+07
9.39393e+06,3.88813e+07
9.42461e+06,3.88739e+07
9.45528e+06,3.88664e+07
9.48595e+06,3.88589e+07
9.51662e+06,3.88514e+07
9.54728e+06,3.88439e+07
9.57793e+06,3.88364e+07
9.60857e+06,3.88288e+07
9.63921e+06,3.88212e+07
9.66985e+06,3.88136e+07
9.70048e+06,3.88059e+07
9.7311e+06,3.87983e+07
9.76171e+06,3.87906e+07
9.79232e+06,3.87829e+07
9.82293e+06,3.87751e+07
9.85352e+06,3.87674e+07
9.88412e+06,3.87596e+07
9.9147e+06,3.87518e+07
9.94528e+06,3.87439e+07
9.97585e+06,3.87361e+07
1.00064e+07,3.87282e+07
1.0037e+07,3.87203e+07
1.00675e+07,3.87123e+07
1.00981e+07,3.87044e+07
1.01286e+07,3.86964e+07
1.01592e+07,3.86884e+07
1.01897e+07,3.86804e+07
1.02202e+07,3.86723e+07
1.02507e+07,3.86642e+07
1.02812e+07,3.86561e+07
1.03117e+07,3.8648e+07
1.03422e+07,3.86399e+07
1.03727e+07,3.86317e+07
1.04032e+07,3.86235e+07
1.04337e+07,3.86153e+07
1.04642e+07,3.8607e+07
1.04946e+07,3.85987e+07
1.05251e+07,3.85904e+07
1.05555e+07,3.85821e+07
1.0586e+07,3.85738e+07
1.06164e+07,3.85654e+07
1.06469e+07,3.8557e+07
1.06773e+07,3.85486e+07
1.07077e+07,3.85402e+07
1.07381e+07,3.85317e+07
1.07685e+07,3.85232e+07
1.07989e+07,3.85147e+07
1.08293e+07,3.85062e+07
1.08597e+07,3.84976e+07
1.08901e+07,3.8489e+07
1.09204e+07,3.84804e+07
1.09508e+07,3.84718e+07
1.09812e+07,3.84632e+07
1.10115e+07,3.84545e+07
1.10419e+07,3.84458e+07
1.10722e+07,3.8437e+07
1.11025e+07,3.84283e+07
1.11329e+07,3.84195e+07
1.11632e+07,3.84107e+07
1.11935e+07,3.84019e+07
1.12238e+07,3.83931e+07
1.12541e+07,3.83842e+07
1.12844e+07,3.83753e+07
1.13146e+07,3.83664e+07
1.13449e+07,3.83574e+07
1.13752e+07,3.83485e+07
1.14054e+07,3.83395e+07
1.14357e+07,3.83305e+07
1.14659e+07,3.83214e+07
1.14962e+07,3.83124e+07
1.15264e+07,3.83033e+07
1.15566e+07,3.82942e+07
1.15869e+07,3.8285e+07
1.16171e+07,3.82759e+07
1.16473e+07,3.82667e+07
1.16775e+07,3.82575e+07
1.17077e+07,3.82483e+07
1.17378e+07,3.8239e+07
1.1768e+07,3.82298e+07
1.17982e+07,3.82205e+07
1.18283e+07,3.82111e+07
1.18585e+07,3.82018e+07
1.18886e+07,3.81924e+07
1.19188e+07,3.8183e+07
1.19489e+07,3.81736e+07
1.1979e+07,3.81642e+07
1.20091e+07,3.81547e+07
1.20393e+07,3.81452e+07
1.20693e+07,3.81357e+07
1.20994e+07,3.81262e+07
1.21295e+07,3.81166e+07
1.21596e+07,3.8107e+07
1.21897e+07,3.80974e+07
1.22197e+07,3.80878e+07
1.22498e+07,3.80781e+07
1.22798e+07,3.80684e+07
1.23099e+07,3.80587e+07
1.23399e+07,3.8049e+07
1.23699e+07,3.80393e+07
1.23999e+07,3.80295e+07
1.243e+07,3.80197e+07
1.246e+07,3.80099e+07
1.249e+07,3.8e+07
1.25199e+07,3.79901e+07
1.25499e+07,3.79803e+07
1.25799e+07,3.79703e+07
1.26098e+07,3.79604e+07
1.26398e+07,3.79504e+07
1.26697e+07,3.79404e+07
1.26997e+07,3.79304e+07
1.27296e+07,3.79204e+07
1.27595e+07,3.79103e+07
1.27894e+07,3.79003e+07
1.28194e+07,3.78902e+07
1.28493e+07,3.788e+07
1.28791e+07,3.78699e+07
1.2909e+07,3.78597e+07
1.29389e+07,3.78495e+07
1.29688e+07,3.78393e+07
1.29986e+07,3.7829e+07
1.30285e+07,3.78188e+07
1.30583e+07,3.78085e+07
1.30882e+07,3.77982e+07
1.3118e+07,3.77878e+07
1.31478e+07,3.77774e+07
1.31776e+07,3.77671e+07
1.32074e+07,3.77566e+07
1.32372e+07,3.77462e+07
1.3267e+07,3.77358e+07
1.32968e+07,3.77253e+07
1.33265e+07,3.77148e+07
1.33563e+07,3.77042e+07
1.3386e+07,3.76937e+07
1.34158e+07,3.76831e+07
1.34455e+07,3.76725e+07
1.34752e+07,3.76619e+07
1.3505e+07,3.76512e+07
1.35347e+07,3.76406e+07
1.35644e+07,3.76299e+07
1.35941e+07,3.76192e+07
1.36237e+07,3.76084e+07
1.36534e+07,3.75977e+07
1.36831e+07,3.75869e+07
1.37127e+07,3.75761e+07
1.37424e+07,3.75652e+07
1.3772e+07,3.75544e+07
1.38017e+07,3.75435e+07
1.38313e+07,3.75326e+07
1.38609e+07,3.75217e+07
1.38905e+07,3.75107e+07
1.39201e+07,3.74997e+07
1.39497e+07,3.74887e+07
1.39793e+07,3.74777e+07
1.40089e+07,3.74667e+07
1.40384e+07,3.74556e+07
1.4068e+07,3.74445e+07
1.40975e+07,3.74334e+07
1.41271e+07,3.74223e+07
1.41566e+07,3.74111e+07
1.41861e+07,3.73999e+07
1.42156e+07,3.73887e+07
1.42451e+07,3.73775e+07
1.42746e+07,3.73662e+07
1.43041e+07,3.7355e+07
1.43336e+07,3.73437e+07
1.4363e+07,3.73323e+07
1.43925e+07,3.7321e+07
1.4422e+07,3.73096e+07
1.44514e+07,3.72982e+07
1.44808e+07,3.72868e+07
1.45102e+07,3.72754e+07
1.45397e+07,3.72639e+07
1.45691e+07,3.72524e+07
1.45985e+07,3.72409e+07
1.46278e+07,3.72294e+07
1.46572e+07,3.72178e+07
1.46866e+07,3.72062e+07
1.47159e+07,3.71946e+07
1.47453e+07,3.7183e+07
1.47746e+07,3.71714e+07
1.4804e+07,3.71597e+07
1.48333e+07,3.7148e+07
1.48626e+07,3.71363e+07
1.48919e+07,3.71245e+07
1.49212e+07,3.71128e+07
1.49505e+07,3.7101e+07
1.49798e+07,3.70892e+07
1.5009e+07,3.70773e+07
1.50383e+07,3.70655e+07
1.50675e+07,3.70536e+07
1.50968e+07,3.70417e+07
1.5126e+07,3.70298e+07
1.51552e+07,3.70178e+07
1.51844e+07,3.70059e+07
1.52136e+07,3.69939e+07
1.52428e+07,3.69818e+07
1.5272e+07,3.69698e+07
1.53012e+07,3.69577e+07
1.53303e+07,3.69457e+07
1.53595e+07,3.69335e+07
1.53886e+07,3.69214e+07
1.54177e+07,3.69093e+07
1.54469e+07,3.68971e+07
1.5476e+07,3.68849e+07
1.55051e+07,3.68726e+07
1.55342e+07,3.68604e+07
1.55633e+07,3.68481e+07
1.55923e+07,3.68358e+07
1.56214e+07,3.68235e+07
1.56505e+07,3.68112e+07
1.56795e+07,3.67988e+07
1.57085e+07,3.67864e+07
1.57376e+07,3.6774e+07
1.57666e+07,3.67616e+07
1.57956e+07,3.67491e+07
1.58246e+07,3.67367e+07
1.58536e+07,3.67242e+07
1.58826e+07,3.67116e+07
1.59115e+07,3.66991e+07
1.59405e+07,3.66865e+07
1.59694e+07,3.66739e+07
1.59984e+07,3.66613e+07
1.60273e+07,3.66487e+07
1.60562e+07,3.6636e+07
1.60851e+07,3.66233e+07
1.6114e+07,3.66106e+07
1.61429e+07,3.65979e+07
1.61718e+07,3.65852e+07
1.62006e+07,3.65724e+07
1.62295e+07,3.65596e+07
1.62584e+07,3.65468e+07
1.62872e+07,3.65339e+07
1.6316e+07,3.65211e+07
1.63448e+07,3.65082e+07
1.63736e+07,3.64953e+07
1.64024e+07,3.64823e+07
1.64312e+07,3.64694e+07
1.646e+07,3.64564e+07
1.64888e+07,3.64434e+07
1.65175e+07,3.64304e+07
1.65463e+07,3.64173e+07
1.6575e+07,3.64042e+07
1.66037e+07,3.63912e+07
1.66324e+07,3.6378e+07
1.66611e+07,3.63649e+07
1.66898e+07,3.63517e+07
1.67185e+07,3.63386e+07
1.67472e+07,3.63254e+07
1.67759e+07,3.63121e+07
1.68045e+07,3.62989e+07
1.68331e+07,3.62856e+07
1.68618e+07,3.62723e+07
1.68904e+07,3.6259e+07
1.6919e+07,3.62457e+07
1.69476e+07,3.62323e+07
1.69762e+07,3.62189e+07
1.70048e+07,3.62055e+07
1.70333e+07,3.61921e+07
1.70619e+07,3.61786e+07
1.70904e+07,3.61651e+07
1.7119e+07,3.61516e+07
1.71475e+07,3.61381e+07
1.7176e+07,3.61246e+07
1.72045e+07,3.6111e+07
1.7233e+07,3.60974e+07
1.72615e+07,3.60838e+07
1.729e+07,3.60702e+07
